,text,labels,all_span_aspect
52,Vivo xài sóng 4g rất yếu và tệ đồ họa kém.moi xài được 40 ngày.. giá tiền cao mà xài thua hàng huawuay,"[[0, 24, 'FEATURES#NEGATIVE'], [28, 41, 'SCREEN#NEGATIVE'], [65, 77, 'PRICE#NEGATIVE'], [85, 102, 'SER&ACC#NEGATIVE']]","[('Vivo xài sóng 4g rất yếu', 'FEATURES#NEGATIVE'), ('tệ đồ họa kém', 'SCREEN#NEGATIVE'), ('giá tiền cao', 'PRICE#NEGATIVE'), ('thua hàng huawuay', 'SER&ACC#NEGATIVE')]"
53,Em mới dùng tầm 1 ngày thì bị màn hình đen chỉ hiện dòng chữ sam sung sau tầm 10 phút thì máy tự khởi động lại . Sau đó thì bình thường. Tới hôm nay thì lại tiếp tục bị vậy trong khi máy còn rất nhiều pin ạ .,"[[30, 110, 'PERFORMANCE#NEGATIVE']]","[('màn hình đen chỉ hiện dòng chữ sam sung sau tầm 10 phút thì máy tự khởi động lại', 'PERFORMANCE#NEGATIVE')]"
54,"Thiết kế máy đẹp , pin sử dụng thoải mái. Cấu hình CAO trong tầm giá , phần mềm máy hoàn thiện hơn sẽ không thua kém các máy cao cấp của hãng khác. Mong hãng sớm cập nhật bản vá lỗi hoàn thiện. Nhận định chung của mình là đáng đồng tiền bát gạo !","[[0, 16, 'DESIGN#POSITIVE'], [19, 40, 'BATTERY#POSITIVE'], [42, 54, 'PERFORMANCE#POSITIVE'], [195, 244, 'PRICE#POSITIVE']]","[('Thiết kế máy đẹp', 'DESIGN#POSITIVE'), ('pin sử dụng thoải mái', 'BATTERY#POSITIVE'), ('Cấu hình CAO', 'PERFORMANCE#POSITIVE'), ('hận định chung của mình là đáng đồng tiền bát gạo', 'PRICE#POSITIVE')]"
55,Chạy như rùa bò. Youtube chạy muốn không nổi tua đi không nổi đâu. Chỉ nghe gọi thì mua nha.,"[[0, 65, 'PERFORMANCE#NEGATIVE']]","[('Chạy như rùa bò. Youtube chạy muốn không nổi tua đi không nổi đâu', 'PERFORMANCE#NEGATIVE')]"
56,"Mới mua bị lỗi máy ảnh ,loa hơi bé còn lại tạm chấp nhận được trải nghiệm thêm sẽ đánh giá lại","[[8, 22, 'CAMERA#NEGATIVE'], [24, 34, 'FEATURES#NEGATIVE'], [35, 61, 'GENERAL#NEUTRAL']]","[('bị lỗi máy ảnh', 'CAMERA#NEGATIVE'), ('loa hơi bé', 'FEATURES#NEGATIVE'), ('còn lại tạm chấp nhận được', 'GENERAL#NEUTRAL')]"
57,Máy mua ngày 15/3 đến nay sử dụng rất tốt pin trâu sạc nhanh chơi game thì quá mượt quá ok,"[[26, 41, 'GENERAL#POSITIVE'], [42, 60, 'BATTERY#POSITIVE'], [61, 90, 'PERFORMANCE#POSITIVE']]","[('sử dụng rất tốt', 'GENERAL#POSITIVE'), ('pin trâu sạc nhanh', 'BATTERY#POSITIVE'), ('chơi game thì quá mượt quá ok', 'PERFORMANCE#POSITIVE')]"
58,Mặt lưng nhựa giả kính .cấu hình các thứ không thể bằng iPhone 11 hay Samsung Note 10+ mà giá lên trời. Mọi người nên cân nhắc so sánh. Một điểm trừ nữa là k hỗ trợ thẻ nhớ nhé.,"[[0, 22, 'DESIGN#NEGATIVE'], [24, 86, 'PERFORMANCE#NEGATIVE'], [87, 102, 'DESIGN#NEGATIVE'], [156, 176, 'FEATURES#NEGATIVE']]","[('Mặt lưng nhựa giả kính', 'DESIGN#NEGATIVE'), ('cấu hình các thứ không thể bằng iPhone 11 hay Samsung Note 10+', 'PERFORMANCE#NEGATIVE'), ('mà giá lên trời', 'DESIGN#NEGATIVE'), ('k hỗ trợ thẻ nhớ nhé', 'FEATURES#NEGATIVE')]"
59,"Các bạn nào bị bóng mờ , hở viền hay sập nguồn ... Thì nên cập nhật bản MIUI 11.06 or 07 mới nhất đi nhé Fix gần như là 80 90 % các lỗi trên . Máy pin trâu chiến game liên quân liên tục 8h hơn vẫn còn trên 10% pin Nhu cầu mình là chiến game nên phần camera mình không xét nhiều .","[[143, 213, 'BATTERY#POSITIVE']]","[('Máy pin trâu chiến game liên quân liên tục 8h hơn vẫn còn trên 10% pin', 'BATTERY#POSITIVE')]"
60,"Mua máy về để làm việc nhiều lúc bấm số điện thoại đơ giật Cam chụp mờ Lướt Fb , Zalo thì ổn chứ hãng Oppo mới lần đầu sd mà đơ đơ giật giật là không thấy hài lòng tý nào Rút kinh nghiệm không bao giờ mua hay sử dụng hãng Oppo dù đây là lần đầu sd hãng máy này","[[59, 70, 'CAMERA#NEGATIVE'], [23, 59, 'PERFORMANCE#NEGATIVE'], [107, 170, 'PERFORMANCE#NEGATIVE'], [71, 92, 'PERFORMANCE#POSITIVE']]","[('Cam chụp mờ', 'CAMERA#NEGATIVE'), ('nhiều lúc bấm số điện thoại đơ giật ', 'PERFORMANCE#NEGATIVE'), ('mới lần đầu sd mà đơ đơ giật giật là không thấy hài lòng tý nào', 'PERFORMANCE#NEGATIVE'), ('Lướt Fb , Zalo thì ổn', 'PERFORMANCE#POSITIVE')]"
61,"Tôi rất thích sản phẩm này đừng rất mượt, đúng là tiền nào của nấy","[[0, 31, 'GENERAL#POSITIVE'], [32, 47, 'PERFORMANCE#POSITIVE']]","[('Tôi rất thích sản phẩm này', 'GENERAL#POSITIVE'), ('đừng rất mượt', 'PERFORMANCE#POSITIVE')]"
62,Tốt chụp ảnh khá đẹp không tệ cho lắm nhưng để dùng làm phụ là tốt nhất Xin cảm ơn,"[[0, 20, 'CAMERA#POSITIVE'], [21, 71, 'GENERAL#NEUTRAL']]","[('Tốt chụp ảnh khá đẹp', 'CAMERA#POSITIVE'), ('không tệ cho lắm nhưng để dùng làm phụ là tốt nhất', 'GENERAL#NEUTRAL')]"
63,"Máy mình mới mua đc 3 tháng mà pin còn 96% (dùng rất nhanh hết pin không như lúc đầu) cũng hay vừa sạc vừa chơi ,cũng hay chơi game nặng như LIÊN QUÂN,...Mọi người cho mình 1 lời khuyên với chứ sử dụng như vậy nhanh thay pin lắm.","[[13, 42, 'BATTERY#NEGATIVE']]","[('mua đc 3 tháng mà pin còn 96%', 'BATTERY#NEGATIVE')]"
64,Sản phẩm tốt; chạy khá nhanh.Giá này thơm so với phân khúcCon ram Lớn exclusive thơm hơn,"[[0, 12, 'GENERAL#POSITIVE'], [14, 28, 'PERFORMANCE#POSITIVE'], [29, 41, 'PRICE#POSITIVE'], [58, 88, 'PERFORMANCE#POSITIVE']]","[('Sản phẩm tốt', 'GENERAL#POSITIVE'), ('chạy khá nhanh', 'PERFORMANCE#POSITIVE'), ('Giá này thơm', 'PRICE#POSITIVE'), ('Con ram Lớn exclusive thơm hơn', 'PERFORMANCE#POSITIVE')]"
65,Sử dụng đc gần 1 tuần . Cảm ứng nhạy . Ko lỗi . Chơi game hơi lag nhưng cũng có thể chơi được vào trận khá nhanh. Loa to rõ . Nếu rãnh mình sẽ làm video test game liên quân Mobile trên YouTube,"[[24, 36, 'FEATURES#POSITIVE'], [39, 112, 'PERFORMANCE#NEUTRAL'], [114, 123, 'FEATURES#POSITIVE']]","[('Cảm ứng nhạy', 'FEATURES#POSITIVE'), ('Ko lỗi . Chơi game hơi lag nhưng cũng có thể chơi được vào trận khá nhanh', 'PERFORMANCE#NEUTRAL'), ('Loa to rõ', 'FEATURES#POSITIVE')]"
66,Ai thấy sao chứ mình sài nay 2 tháng. Lúc mua 13trieu990. Nay giảm quá trời..cũng hơi buồn tý..nhưng được cái máy cấu hình mạnh..tương đương các con cao cấp của samsung...chơi game khỏe vô cùng..còn đi so với các hãng khác thì làm sao so sánh được..bởi vì samsung là samsung. Samsung không so được cấu hình với mấy hãng của tq đâu nhé..đt samsung luôn có độ bền cao và luôn có thương hiệu hơn...,"[[48, 62, 'PRICE#NEUTRAL'], [124, 145, 'PERFORMANCE#POSITIVE'], [192, 216, 'PERFORMANCE#POSITIVE'], [379, 442, 'SER&ACC#POSITIVE']]","[('mua 13trieu990', 'PRICE#NEUTRAL'), ('máy cấu hình mạnh', 'PERFORMANCE#POSITIVE'), ('chơi game khỏe vô cùng', 'PERFORMANCE#POSITIVE'), ('đt samsung luôn có độ bền cao và luôn có thương hiệu hơn.', 'SER&ACC#POSITIVE')]"
67,Điện thoại xài ổn màn hình lớn ĐMX phục vụ ok hệ điều hành mượt mà chụp ảnh sắc nét,"[[0, 17, 'GENERAL#POSITIVE'], [18, 30, 'SCREEN#POSITIVE'], [31, 45, 'SER&ACC#POSITIVE'], [45, 66, 'PERFORMANCE#POSITIVE'], [67, 83, 'CAMERA#POSITIVE']]","[('Điện thoại xài ổn', 'GENERAL#POSITIVE'), ('màn hình lớn', 'SCREEN#POSITIVE'), ('ĐMX phục vụ ok', 'SER&ACC#POSITIVE'), (' hệ điều hành mượt mà', 'PERFORMANCE#POSITIVE'), ('chụp ảnh sắc nét', 'CAMERA#POSITIVE')]"
68,"Giá hạt dẻ mà nhận được nhiều tiện ích. Điện thoại sẽ càng ít hao pin hơn nếu bạn bật chế độ hao pin thấp. Phải nói là trâu bò nhất ở phân khúc 3tr. Loa to, phim ảnh facebook trải nghiệm - đa nhiệm tốt lắm. Đáng mua","[[0, 10, 'PRICE#POSITIVE'], [14, 38, 'FEATURES#POSITIVE'], [40, 105, 'BATTERY#POSITIVE'], [119, 147, 'GENERAL#POSITIVE'], [149, 155, 'FEATURES#POSITIVE'], [157, 205, 'PERFORMANCE#POSITIVE']]","[('Giá hạt dẻ', 'PRICE#POSITIVE'), ('nhận được nhiều tiện ích', 'FEATURES#POSITIVE'), ('Điện thoại sẽ càng ít hao pin hơn nếu bạn bật chế độ hao pin thấp', 'BATTERY#POSITIVE'), ('trâu bò nhất ở phân khúc 3tr', 'GENERAL#POSITIVE'), ('Loa to', 'FEATURES#POSITIVE'), ('phim ảnh facebook trải nghiệm - đa nhiệm tốt lắm', 'PERFORMANCE#POSITIVE')]"
69,May dùng khá tốt mua 29/5/19 h 14/820 rồi mới mấy ngày nay có hiện tượng lưu bóng của ứng dụng trước,"[[0, 16, 'GENERAL#POSITIVE'], [59, 100, 'PERFORMANCE#NEGATIVE']]","[('May dùng khá tốt', 'GENERAL#POSITIVE'), ('có hiện tượng lưu bóng của ứng dụng trước', 'PERFORMANCE#NEGATIVE')]"
70,"quá tuyệt vời so với tầm giá, loa to thiệt sự. không gg cũng không vấn đề gì vì có cửa hàng ứng dụng của hw. và vẫn lên gg bằng nền tảng web. 👍👍","[[0, 13, 'GENERAL#POSITIVE'], [30, 45, 'FEATURES#POSITIVE']]","[('quá tuyệt vời', 'GENERAL#POSITIVE'), ('loa to thiệt sự', 'FEATURES#POSITIVE')]"
71,"Máy sài ok game các thứ đều mượt, nghe nhạc to rõ không có gì để chê ,có điều ko sài tự dựt bjn ko hỉu sao","[[0, 10, 'GENERAL#POSITIVE'], [11, 32, 'PERFORMANCE#POSITIVE'], [34, 68, 'FEATURES#POSITIVE'], [70, 95, 'BATTERY#NEGATIVE']]","[('Máy sài ok', 'GENERAL#POSITIVE'), ('game các thứ đều mượt', 'PERFORMANCE#POSITIVE'), ('nghe nhạc to rõ không có gì để chê', 'FEATURES#POSITIVE'), ('có điều ko sài tự dựt bjn', 'BATTERY#NEGATIVE')]"
72,"Tất cả đều ok. . . Trừ cái cột sóng. Dùng mạng không ổn định hay bị tụt mạng và mất mạng 3g,4g mặc dù mình dùng 2 sim 2 mạng khác nhau để thay đổi lướt wed.","[[0, 13, 'GENERAL#POSITIVE'], [27, 94, 'FEATURES#NEGATIVE']]","[('Tất cả đều ok', 'GENERAL#POSITIVE'), ('cột sóng. Dùng mạng không ổn định hay bị tụt mạng và mất mạng 3g,4g', 'FEATURES#NEGATIVE')]"
73,Mới mua 3 ngày giảm 500k pin cũng ko trâu j mấy.       .......... ko bit noi j hơn .........................bùn,"[[25, 47, 'BATTERY#NEGATIVE']]","[('pin cũng ko trâu j mấy', 'BATTERY#NEGATIVE')]"
74,"Sp rẻ ,chơi game lqmb mượt.mang hình cực nét ,pin tâm ơn,hỏi tệ ở phần lóa ngoài","[[0, 5, 'PRICE#POSITIVE'], [7, 26, 'PERFORMANCE#POSITIVE'], [27, 44, 'SCREEN#POSITIVE'], [46, 56, 'BATTERY#NEUTRAL'], [57, 80, 'FEATURES#NEGATIVE']]","[('Sp rẻ', 'PRICE#POSITIVE'), ('chơi game lqmb mượt', 'PERFORMANCE#POSITIVE'), ('mang hình cực nét', 'SCREEN#POSITIVE'), ('pin tâm ơn', 'BATTERY#NEUTRAL'), ('hỏi tệ ở phần lóa ngoài', 'FEATURES#NEGATIVE')]"
75,"Mua về sài hơn 3tháng, thấy mọi thứ đều ok nhưng có cái vào wed hay đứng tầm 10s. Mong đc khắc phục sớm","[[23, 42, 'GENERAL#POSITIVE'], [56, 80, 'PERFORMANCE#NEGATIVE']]","[('thấy mọi thứ đều ok', 'GENERAL#POSITIVE'), ('vào wed hay đứng tầm 10s', 'PERFORMANCE#NEGATIVE')]"
76,"Sau gần 5 ngày sử dụng sp ổn k vấn đề gì trong tầm giá. nhân viên ở vĩnh tường nhiệt tình chu đáo, hết hàng mà vẫn tìm được cho khách. Có điều sao không thấy máy báo pin yếu nhỉ?","[[23, 54, 'GENERAL#POSITIVE'], [56, 133, 'SER&ACC#POSITIVE'], [135, 173, 'FEATURES#NEGATIVE']]","[('sp ổn k vấn đề gì trong tầm giá', 'GENERAL#POSITIVE'), ('nhân viên ở vĩnh tường nhiệt tình chu đáo, hết hàng mà vẫn tìm được cho khách', 'SER&ACC#POSITIVE'), ('Có điều sao không thấy máy báo pin yếu', 'FEATURES#NEGATIVE')]"
77,Sản phẩm quá tốt. Đã sử dụng hơn 1 năm nhưng máy vẫn nhanh và mượt. Camera kép chụp ảnh xoá phông chuyên nghiệp. Chơi game rất tốt.,"[[0, 16, 'GENERAL#POSITIVE'], [45, 66, 'PERFORMANCE#POSITIVE'], [68, 111, 'CAMERA#POSITIVE'], [113, 130, 'PERFORMANCE#POSITIVE']]","[('Sản phẩm quá tốt', 'GENERAL#POSITIVE'), ('máy vẫn nhanh và mượt', 'PERFORMANCE#POSITIVE'), ('Camera kép chụp ảnh xoá phông chuyên nghiệp', 'CAMERA#POSITIVE'), ('Chơi game rất tốt', 'PERFORMANCE#POSITIVE')]"
78,Sau 1 tháng sd thì sp vẫn rất ngon pin trâu tuy nhiên khi ngủ lại bị tuột dluợng,"[[19, 34, 'GENERAL#POSITIVE'], [35, 43, 'BATTERY#POSITIVE'], [44, 80, 'BATTERY#NEGATIVE']]","[('sp vẫn rất ngon', 'GENERAL#POSITIVE'), ('pin trâu', 'BATTERY#POSITIVE'), ('tuy nhiên khi ngủ lại bị tuột dluợng', 'BATTERY#NEGATIVE')]"
79,"Sau 1ngay đêm. Cảm nhận: game liên quân rất mượt. Hình ảnh max cấu hình,d độ sáng 50% hơi ấm nhẹ. Tốc độ mạng rất OK. Chơi game thì rất OK.Chụp hình: camera trước thì chụp đẹp. Thấy từng cọng lông mày. Nhưng camera sau hình ảnh xấu 64mpx mà giống 12mpx.","[[25, 96, 'PERFORMANCE#NEUTRAL'], [98, 116, 'FEATURES#POSITIVE'], [118, 138, 'PERFORMANCE#POSITIVE'], [208, 252, 'CAMERA#NEGATIVE'], [150, 175, 'CAMERA#POSITIVE']]","[('game liên quân rất mượt. Hình ảnh max cấu hình,d độ sáng 50% hơi ấm nhẹ', 'PERFORMANCE#NEUTRAL'), ('Tốc độ mạng rất OK', 'FEATURES#POSITIVE'), ('Chơi game thì rất OK', 'PERFORMANCE#POSITIVE'), ('camera sau hình ảnh xấu 64mpx mà giống 12mpx', 'CAMERA#NEGATIVE'), ('camera trước thì chụp đẹp', 'CAMERA#POSITIVE')]"
80,Mới mua hồi sáng 1/1/2020 ... Nói chung máy sử dụng mượt mà ... Giá lại bình dân ... Cám mơn nhân viên thế giới di động đã phục vụ tận tình ...,"[[30, 59, 'PERFORMANCE#POSITIVE'], [64, 80, 'PRICE#POSITIVE'], [85, 139, 'SER&ACC#POSITIVE']]","[('Nói chung máy sử dụng mượt mà', 'PERFORMANCE#POSITIVE'), ('Giá lại bình dân', 'PRICE#POSITIVE'), ('Cám mơn nhân viên thế giới di động đã phục vụ tận tình', 'SER&ACC#POSITIVE')]"
81,Mình mua máy từ 23.3 đến giờ máy ko có vđ gì hết.chạy mượt.pin khỏe.ko có hiện tượng như các bạn nói.mình thấy máy này rất tuyệt.cảm ơn dmx.,"[[29, 48, 'GENERAL#POSITIVE'], [49, 58, 'PERFORMANCE#POSITIVE'], [59, 67, 'BATTERY#POSITIVE'], [106, 128, 'GENERAL#POSITIVE'], [129, 139, 'SER&ACC#POSITIVE']]","[('máy ko có vđ gì hết', 'GENERAL#POSITIVE'), ('chạy mượt', 'PERFORMANCE#POSITIVE'), ('pin khỏe', 'BATTERY#POSITIVE'), ('thấy máy này rất tuyệt', 'GENERAL#POSITIVE'), ('cảm ơn dmx', 'SER&ACC#POSITIVE')]"
82,Máy khi đeo óp thì nút âm lượng lẫn nguồn cứng phải ấn mạnh mới ăn . Tháo ra thì bấm cũng đỡ hơn 1 chủt nhưng cũng ko nảy lắm . Màn hình to ổn ánh sáng trung bình ko sáng lắm pin cũng tạm chấp nhận . Camera tệ auto focus mà lấy nét chụp vẫn nhoè dù giữ chặt tay . Loa ngoài hơi rè 1 chút khi bật lớn . Loa trong ok lớn. Mặt lưng bám khá nhiều vân tay nếu ko xài ốp,"[[0, 125, 'DESIGN#NEGATIVE'], [128, 174, 'SCREEN#POSITIVE'], [175, 197, 'BATTERY#NEUTRAL'], [200, 261, 'CAMERA#NEGATIVE'], [264, 318, 'FEATURES#NEGATIVE'], [320, 364, 'DESIGN#NEGATIVE']]","[('Máy khi đeo óp thì nút âm lượng lẫn nguồn cứng phải ấn mạnh mới ăn . Tháo ra thì bấm cũng đỡ hơn 1 chủt nhưng cũng ko nảy lắm', 'DESIGN#NEGATIVE'), ('Màn hình to ổn ánh sáng trung bình ko sáng lắm', 'SCREEN#POSITIVE'), ('pin cũng tạm chấp nhận', 'BATTERY#NEUTRAL'), ('Camera tệ auto focus mà lấy nét chụp vẫn nhoè dù giữ chặt tay', 'CAMERA#NEGATIVE'), ('Loa ngoài hơi rè 1 chút khi bật lớn . Loa trong ok lớn', 'FEATURES#NEGATIVE'), ('Mặt lưng bám khá nhiều vân tay nếu ko xài ốp', 'DESIGN#NEGATIVE')]"
83,Xài đc 1 tuần thay chơi game thi ok. Camera sau thì dep. Camera trước quá xấu. Pin mau hết. Con này mua chơi game thi ok. Con mua selfie thi ko nên mua,"[[19, 35, 'PERFORMANCE#POSITIVE'], [37, 78, 'CAMERA#NEUTRAL'], [80, 91, 'BATTERY#NEGATIVE']]","[('chơi game thi ok', 'PERFORMANCE#POSITIVE'), ('Camera sau thì dep. Camera trước quá xấu', 'CAMERA#NEUTRAL'), ('Pin mau hết', 'BATTERY#NEGATIVE')]"
84,"Mới mua máy 1 ngày.Máy cái gì cũng ổn, nhưng mình lấy máy khác và máy này vài cùng game thì vsmart joy 3 ping lên cao, chơi game hay bị delay giật giật. Quá thất vọng wifi còn lại mọi thứ đều ổn","[[19, 37, 'GENERAL#POSITIVE'], [92, 151, 'PERFORMANCE#NEGATIVE'], [153, 171, 'FEATURES#NEGATIVE'], [171, 194, 'GENERAL#POSITIVE']]","[('Máy cái gì cũng ổn', 'GENERAL#POSITIVE'), ('vsmart joy 3 ping lên cao, chơi game hay bị delay giật giật', 'PERFORMANCE#NEGATIVE'), ('Quá thất vọng wifi', 'FEATURES#NEGATIVE'), (' còn lại mọi thứ đều ổn', 'GENERAL#POSITIVE')]"
85,Mình mới sài chưa đc 1 tháng mà máy nóng lên là bị giật rồi treo máy luôn,"[[37, 85, 'PERFORMANCE#NEGATIVE']]","[('máy nóng lên là bị giật rồi treo máy luôn', 'PERFORMANCE#NEGATIVE')]"
86,"Samsung a21s mới ra tệ toàn tập . Lướt web chậm, pin tuột nhanh, chụp hình bị ám màu như trong hình, kg có chức năng thông minh so với tầm giá . Tôi mua xong kg sử dụng được phải đối lại con Oppo a52 rất đạt chuẩn số với tầm tiền.","[[0, 31, 'GENERAL#NEGATIVE'], [34, 47, 'PERFORMANCE#NEGATIVE'], [49, 63, 'BATTERY#NEGATIVE'], [65, 99, 'CAMERA#NEGATIVE'], [101, 127, 'FEATURES#NEGATIVE'], [145, 173, 'GENERAL#NEGATIVE']]","[('Samsung a21s mới ra tệ toàn tập', 'GENERAL#NEGATIVE'), ('Lướt web chậm', 'PERFORMANCE#NEGATIVE'), ('pin tuột nhanh', 'BATTERY#NEGATIVE'), ('chụp hình bị ám màu như trong hình', 'CAMERA#NEGATIVE'), ('kg có chức năng thông minh', 'FEATURES#NEGATIVE'), ('Tôi mua xong kg sử dụng được', 'GENERAL#NEGATIVE')]"
87,Tốt chưa thấy lỗi gì. 20% pin dùng dc 3h30p trâu vãi . chơi game ổn. Vừa cập nhật 11.0.3 thấy fix dc lỗi tự thoát app rồi,"[[0, 20, 'GENERAL#POSITIVE'], [22, 52, 'BATTERY#POSITIVE'], [55, 121, 'PERFORMANCE#POSITIVE']]","[('Tốt chưa thấy lỗi gì', 'GENERAL#POSITIVE'), ('20% pin dùng dc 3h30p trâu vãi', 'BATTERY#POSITIVE'), ('chơi game ổn. Vừa cập nhật 11.0.3 thấy fix dc lỗi tự thoát app rồi', 'PERFORMANCE#POSITIVE')]"
88,Nhanh hết pin.thua pin 3000 của HuaweiLên cửa hàng hỏi thì nhận được trả lời.giờ máy nào dùng nhiều cũng nhanh hết pin,"[[0, 38, 'BATTERY#NEGATIVE']]","[('Nhanh hết pin.thua pin 3000 của Huawei', 'BATTERY#NEGATIVE')]"
89,"Pin Redmi 8 pin 5k, note 10 lite 4k5, cả 2 cùng 100% pin, con note mua 1 ngày máy ko dùng gì từ 8h sáng đến 4h30 còn 83%, con redmi8 còn 95% pin","[[58, 120, 'BATTERY#NEGATIVE']]","[('con note mua 1 ngày máy ko dùng gì từ 8h sáng đến 4h30 còn 83%', 'BATTERY#NEGATIVE')]"
90,Máy em sài được 2tháng rồi thấy nó chậm đôi lúc còn đứng máy e phải tắt màng hình mở lại mới bình thường chơi game thì ok như lúc mới mua chỉ có vấn đề về sạc thôi. Mới mua về sạc 10' được 18_19% bây giờ sạc 15' mới được 10% cho hỏi máy e bị lỗi hay là do sạc ạ mong phản hồi,"[[32, 60, 'PERFORMANCE#NEGATIVE'], [105, 121, 'PERFORMANCE#POSITIVE'], [145, 224, 'BATTERY#NEGATIVE']]","[('nó chậm đôi lúc còn đứng máy', 'PERFORMANCE#NEGATIVE'), ('chơi game thì ok', 'PERFORMANCE#POSITIVE'), (""vấn đề về sạc thôi. Mới mua về sạc 10' được 18_19% bây giờ sạc 15' mới được 10%"", 'BATTERY#NEGATIVE')]"
91,"Tốt sài mấy ngày đầu vẫn bình thường, pin trâu, với giá này thì dc vậy là tốt lắm r, cầm thấy chắc tay, phù hợp nhu cầu, đặc biệt là nhân viên phục vụ siêu tốt luôn","[[0, 36, 'GENERAL#POSITIVE'], [38, 47, 'BATTERY#POSITIVE'], [85, 102, 'DESIGN#POSITIVE'], [133, 164, 'SER&ACC#POSITIVE']]","[('Tốt sài mấy ngày đầu vẫn bình thường', 'GENERAL#POSITIVE'), ('pin trâu,', 'BATTERY#POSITIVE'), ('cầm thấy chắc tay', 'DESIGN#POSITIVE'), ('nhân viên phục vụ siêu tốt luôn', 'SER&ACC#POSITIVE')]"
